date,ticker,log_return
2020-01-03,AAPL,-0.009769639835887932
2020-01-06,AAPL,0.007936924599030448
2020-01-07,AAPL,-0.004714424654977294
2020-01-08,AAPL,0.015958444020568324
2020-01-09,AAPL,0.021018368807602286
2020-01-10,AAPL,0.0022579672972789034
2020-01-13,AAPL,0.02113920130298529
2020-01-14,AAPL,-0.013594934810349436
2020-01-15,AAPL,-0.00429490115080408
2020-01-16,AAPL,0.012449036848414084
2020-01-17,AAPL,0.011010040220569247
2020-01-21,AAPL,-0.0068002121627893045
2020-01-22,AAPL,0.0035634340697763283
2020-01-23,AAPL,0.004804218832630716
2020-01-24,AAPL,-0.0028862951054183105
2020-01-27,AAPL,-0.029846283307808613
2020-01-28,AAPL,0.02789682209734664
2020-01-29,AAPL,0.020716167495567827
2020-01-30,AAPL,-0.0014500117391039711
2020-01-31,AAPL,-0.045351608285070864
2020-02-03,AAPL,-0.0027505409194812707
2020-02-04,AAPL,0.03248056380190666
2020-02-05,AAPL,0.008121265760747511
2020-02-06,AAPL,0.01162881454220927
2020-02-07,AAPL,-0.013685720815344502
2020-02-10,AAPL,0.004738288038388633
2020-02-11,AAPL,-0.00605154002372548
2020-02-12,AAPL,0.023470195654681184
2020-02-13,AAPL,-0.007146545521114507
2020-02-14,AAPL,0.00024630791378464336
2020-02-18,AAPL,-0.0184803060363534
2020-02-19,AAPL,0.01437883146188033
2020-02-20,AAPL,-0.010311893760746229
2020-02-21,AAPL,-0.02289530703013148
2020-02-24,AAPL,-0.04866551993080559
2020-02-25,AAPL,-0.034459103145955725
2020-02-26,AAPL,0.015739262282697383
2020-02-27,AAPL,-0.06760257680888164
2020-02-28,AAPL,-0.0005855731015633037
2020-03-02,AAPL,0.08901881257505116
2020-03-03,AAPL,-0.0322747280432696
2020-03-04,AAPL,0.045341167473807203
2020-03-05,AAPL,-0.03297457511408415
2020-03-06,AAPL,-0.013369439751298166
2020-03-09,AAPL,-0.08239488559264604
2020-03-10,AAPL,0.06954602042992182
2020-03-11,AAPL,-0.03534799568542785
2020-03-12,AAPL,-0.10397782720378089
2020-03-13,AAPL,0.11315756601517304
2020-03-16,AAPL,-0.13770810270786807
2020-03-17,AAPL,0.04303081504105515
2020-03-18,AAPL,-0.024784629061323678
2020-03-19,AAPL,-0.0076915749791690025
2020-03-20,AAPL,-0.06559013464186837
2020-03-23,AAPL,-0.021473074480927667
2020-03-24,AAPL,0.09560589832781072
2020-03-25,AAPL,-0.005524106115587277
2020-03-26,AAPL,0.05128520673412307
2020-03-27,AAPL,-0.04228355494544124
2020-03-30,AAPL,0.02813819376281618
2020-03-31,AAPL,-0.0020429125458127323
2020-04-01,AAPL,-0.054051803720190715
2020-04-02,AAPL,0.016549011884299636
2020-04-03,AAPL,-0.014475697256868078
2020-04-06,AAPL,0.08363995581706178
2020-04-07,AAPL,-0.011649875770295186
2020-04-08,AAPL,0.025272779242429048
2020-04-09,AAPL,0.007190134698305147
2020-04-13,AAPL,0.019436936860096638
2020-04-14,AAPL,0.04926954634353762
2020-04-15,AAPL,-0.009168838592295649
2020-04-16,AAPL,0.00791402813776347
2020-04-17,AAPL,-0.013660959510237266
2020-04-20,AAPL,-0.020975608897214705
2020-04-21,AAPL,-0.03139794635205051
2020-04-22,AAPL,0.028395909318910954
2020-04-23,AAPL,-0.0038828277889767417
2020-04-24,AAPL,0.028461046971172195
2020-04-27,AAPL,0.0007063384190930594
2020-04-28,AAPL,-0.016342136806084952
2020-04-29,AAPL,0.03231739379862744
2020-04-30,AAPL,0.020876631948860882
2020-05-01,AAPL,-0.016230597884887506
2020-05-04,AAPL,0.014049755295817092
2020-05-05,AAPL,0.014897724843187531
2020-05-06,AAPL,0.010263973903100878
2020-05-07,AAPL,0.01029206525097567
2020-05-08,AAPL,0.02352263599711263
2020-05-11,AAPL,0.015612938831725381
2020-05-12,AAPL,-0.011494073206837757
2020-05-13,AAPL,-0.012147668288219235
2020-05-14,AAPL,0.006124433871930118
2020-05-15,AAPL,-0.005929423311828766
2020-05-18,AAPL,0.023287890831922276
2020-05-19,AAPL,-0.005795253091774268
2020-05-20,AAPL,0.019261443840023137
2020-05-21,AAPL,-0.007483177812264366
2020-05-22,AAPL,0.0064177302057254375
2020-05-26,AAPL,-0.00679653532707181
2020-05-27,AAPL,0.004347421142445976
2020-05-28,AAPL,0.00044000871605928314
2020-05-29,AAPL,-0.0009745654288723361
2020-06-01,AAPL,0.012222985915050388
2020-06-02,AAPL,0.004618867263479775
2020-06-03,AAPL,0.0054897290720652666
2020-06-04,AAPL,-0.008649333513004896
2020-06-05,AAPL,0.02808269018331274
2020-06-08,AAPL,0.005895381612581428
2020-06-09,AAPL,0.031089639112916255
2020-06-10,AAPL,0.02540183529302207
2020-06-11,AAPL,-0.04920088812986448
2020-06-12,AAPL,0.008596399714781868
2020-06-15,AAPL,0.012291409226429956
2020-06-16,AAPL,0.0261570432205325
2020-06-17,AAPL,-0.0013925386631839273
2020-06-18,AAPL,0.0003982070419723472
2020-06-19,AAPL,-0.005731080885100239
2020-06-22,AAPL,0.025827286268411024
2020-06-23,AAPL,0.0211203734782373
2020-06-24,AAPL,-0.017810199426692673
2020-06-25,AAPL,0.01318840418734443
2020-06-26,AAPL,-0.03120755484571975
2020-06-29,AAPL,0.022784913795446393
2020-06-30,AAPL,0.008313082868392246
2020-07-01,AAPL,-0.0018935248787983513
2020-07-02,AAPL,0.0
2020-07-06,AAPL,0.026398746956719295
2020-07-07,AAPL,-0.0031077166756373824
2020-07-08,AAPL,0.023023050383835
2020-07-09,AAPL,0.004291291653178916
2020-07-10,AAPL,0.0017475511293490197
2020-07-13,AAPL,-0.004623793806000864
2020-07-14,AAPL,0.016413036172580074
2020-07-15,AAPL,0.006853679210242452
2020-07-16,AAPL,-0.012381365133148936
2020-07-17,AAPL,-0.0020218355234831896
2020-07-20,AAPL,0.020854840868433297
2020-07-21,AAPL,-0.013898179547263084
2020-07-22,AAPL,0.002805541943627326
2020-07-23,AAPL,-0.04658496028986721
2020-07-24,AAPL,-0.00248018539795045
2020-07-27,AAPL,0.023423516366011664
2020-07-28,AAPL,-0.01656383721597208
2020-07-29,AAPL,0.018987004487565937
2020-07-30,AAPL,0.01202746923666392
2020-07-31,AAPL,0.09956352710658113
2020-08-03,AAPL,0.02488538870123513
2020-08-04,AAPL,0.006656179093451604
2020-08-05,AAPL,0.0036179572645322023
2020-08-06,AAPL,0.03429449349286943
2020-08-07,AAPL,-0.02299846786590349
2020-08-10,AAPL,0.014430249806328616
2020-08-11,AAPL,-0.030191173222754462
2020-08-12,AAPL,0.032694355118960364
2020-08-13,AAPL,0.017542723203760092
2020-08-14,AAPL,-0.0008916070176271378
2020-08-17,AAPL,-0.0026142060700019396
2020-08-18,AAPL,0.00829828679048424
2020-08-19,AAPL,0.0012538850254101943
2020-08-20,AAPL,0.02194693933010592
2020-08-21,AAPL,0.05024853644957972
2020-08-24,AAPL,0.011889232609587264
2020-08-25,AAPL,-0.008237672221092259
2020-08-26,AAPL,0.013507588091971456
2020-08-27,AAPL,-0.012026418874304777
2020-08-28,AAPL,-0.0016211880422281587
2020-08-31,AAPL,0.03334988017291731
2020-09-01,AAPL,0.039059636815512416
2020-09-02,AAPL,-0.02093580379072393
2020-09-03,AAPL,-0.08344788871806762
2020-09-04,AAPL,0.0006615849046833278
2020-09-08,AAPL,-0.06966625345307632
2020-09-09,AAPL,0.03911149659434975
2020-09-10,AAPL,-0.03319046572949989
2020-09-11,AAPL,-0.013215998175004393
2020-09-14,AAPL,0.02955893258303728
2020-09-15,AAPL,0.0015592647225211058
2020-09-16,AAPL,-0.029957839185464748
2020-09-17,AAPL,-0.016092613927138472
2020-09-18,AAPL,-0.03223420127282795
2020-09-21,AAPL,0.029875208841428205
2020-09-22,AAPL,0.015593526564030907
2020-09-23,AAPL,-0.042851312646916016
2020-09-24,AAPL,0.010216308048164952
2020-09-25,AAPL,0.036829641002693696
2020-09-28,AAPL,0.023588567709416867
2020-09-29,AAPL,-0.0075966077539250795
2020-09-30,AAPL,0.014963364566693149
2020-10-01,AAPL,0.00842658025688391
2020-10-02,AAPL,-0.03281278158497725
2020-10-05,AAPL,0.030326657310915398
2020-10-06,AAPL,-0.029088757658677824
2020-10-07,AAPL,0.016824895187903303
2020-10-08,AAPL,-0.0009562487528236382
2020-10-09,AAPL,0.01724628819346348
2020-10-12,AAPL,0.061584659876674774
2020-10-13,AAPL,-0.026885622396738904
2020-10-14,AAPL,0.00074288448840467
2020-10-15,AAPL,-0.0039685953340648766
2020-10-16,AAPL,-0.01409934028725502
2020-10-19,AAPL,-0.02587367646123924
2020-10-20,AAPL,0.01310553457421533
2020-10-21,AAPL,-0.0054611514330310555
2020-10-22,AAPL,-0.009629304672243608
2020-10-23,AAPL,-0.006152930624329133
2020-10-26,AAPL,8.663043339389995e-05
2020-10-27,AAPL,0.013382622014172072
2020-10-28,AAPL,-0.04741896920888352
2020-10-29,AAPL,0.03638059190284936
2020-10-30,AAPL,-0.05764826490226048
2020-11-02,AAPL,-0.0008272066210670699
2020-11-03,AAPL,0.015236983762918075
2020-11-04,AAPL,0.04002479293373575
2020-11-05,AAPL,0.034878346516294435
2020-11-06,AAPL,-0.0011366904608958906
2020-11-09,AAPL,-0.02017024061583207
2020-11-10,AAPL,-0.003013199735539775
2020-11-11,AAPL,0.02990095608761733
2020-11-12,AAPL,-0.002345984511051721
2020-11-13,AAPL,0.00041938613834660983
2020-11-16,AAPL,0.008682584958191885
2020-11-17,AAPL,-0.007593253559601282
2020-11-18,AAPL,-0.011456647442733493
2020-11-19,AAPL,0.005154998052742598
2020-11-20,AAPL,-0.011018142732768474
2020-11-23,AAPL,-0.030193881186197386
2020-11-24,AAPL,0.011527731439238992
2020-11-25,AAPL,0.00743923946628042
2020-11-27,AAPL,0.004814880673404894
2020-11-30,AAPL,0.0208801230260444
2020-12-01,AAPL,0.030361840843633033
2020-12-02,AAPL,0.0029291130623513005
2020-12-03,AAPL,-0.0011382187455745054
2020-12-04,AAPL,-0.005628127792234354
2020-12-07,AAPL,0.012195145693411362
2020-12-08,AAPL,0.005077806421865853
2020-12-09,AAPL,-0.021125031220918414
2020-12-10,AAPL,0.011917526017891868
2020-12-11,AAPL,-0.0067575965346156185
2020-12-14,AAPL,-0.005159929483276084
2020-12-15,AAPL,0.04887615184742895
2020-12-16,AAPL,-0.0005476475466532986
2020-12-17,AAPL,0.006939455634198499
2020-12-18,AAPL,-0.015977918714157335
2020-12-21,AAPL,0.012319368312279559
2020-12-22,AAPL,0.028066898675357565
2020-12-23,AAPL,-0.007000526147788879
2020-12-24,AAPL,0.007682842755214452
2020-12-28,AAPL,0.03514089690536185
2020-12-29,AAPL,-0.013404252749505859
2020-12-30,AAPL,-0.00856335463445892
2020-12-31,AAPL,-0.007732636688523947
2021-01-04,AAPL,-0.02502987388852999
2021-01-05,AAPL,0.012287903475187274
2021-01-06,AAPL,-0.034240978238222836
2021-01-07,AAPL,0.03355389998046598
2021-01-08,AAPL,0.008594310519714465
2021-01-11,AAPL,-0.023523454972194893
2021-01-12,AAPL,-0.0013964620744235609
2021-01-13,AAPL,0.01609639544008053
2021-01-14,AAPL,-0.015242787182827146
2021-01-15,AAPL,-0.013825683225105048
2021-01-19,AAPL,0.005412554760789575
2021-01-20,AAPL,0.03232790371433456
2021-01-21,AAPL,0.03600259656102195
2021-01-22,AAPL,0.015945537618832203
2021-01-25,AAPL,0.027307464105527864
2021-01-26,AAPL,0.001678015814974966
2021-01-27,AAPL,-0.007713239923740068
2021-01-28,AAPL,-0.03561216905891396
2021-01-29,AAPL,-0.038138455635684
2021-02-01,AAPL,0.016385285234844782
2021-02-02,AAPL,0.006316257028677077
2021-02-03,AAPL,-0.0078085133690417976
2021-02-04,AAPL,0.025431849042964177
2021-02-05,AAPL,-0.0031029086698311963
2021-02-08,AAPL,0.0010959000732255206
2021-02-09,AAPL,-0.006595449732666502
2021-02-10,AAPL,-0.004568655951000537
2021-02-11,AAPL,-0.0019220273372793522
2021-02-12,AAPL,0.0017739891130063442
2021-02-16,AAPL,-0.016234814008832393
2021-02-17,AAPL,-0.01780154334858932
2021-02-18,AAPL,-0.00867396394530033
2021-02-19,AAPL,0.0012328344679856313
2021-02-22,AAPL,-0.030252114986959726
2021-02-23,AAPL,-0.0011118499455830908
2021-02-24,AAPL,-0.004060139592739667
2021-02-25,AAPL,-0.035402020106843575
2021-02-26,AAPL,0.0022291189915959707
2021-03-01,AAPL,0.05245129575237155
2021-03-02,AAPL,-0.021114860165202372
2021-03-03,AAPL,-0.024760767178805636
2021-03-04,AAPL,-0.01593832134412127
2021-03-05,AAPL,0.010681340798834779
2021-03-08,AAPL,-0.042566920159679715
2021-03-09,AAPL,0.0398452468130334
2021-03-10,AAPL,-0.009208806098944314
2021-03-11,AAPL,0.01636795872296521
2021-03-12,AAPL,-0.007654828627619267
2021-03-15,AAPL,0.024162601318145408
2021-03-16,AAPL,0.012662386788601526
2021-03-17,AAPL,-0.006471212327874933
2021-03-18,AAPL,-0.034493471080500895
2021-03-19,AAPL,-0.004490376272859093
2021-03-22,AAPL,0.02794193339909005
2021-03-23,AAPL,-0.006912773415284552
2021-03-24,AAPL,-0.020196013534532178
2021-03-25,AAPL,0.004154831371660093
2021-03-26,AAPL,0.005128385288615299
2021-03-29,AAPL,0.0014839564636886674
2021-03-30,AAPL,-0.012350516259451166
2021-03-31,AAPL,0.01859178110528944
2021-04-01,AAPL,0.006934512020824579
2021-04-05,AAPL,0.023303599562284852
2021-04-06,AAPL,0.0024592327309763367
2021-04-07,AAPL,0.013301518624610183
2021-04-08,AAPL,0.01905103226056461
2021-04-09,AAPL,0.020049548924303627
2021-04-12,AAPL,-0.013321442570982975
2021-04-13,AAPL,0.02401571612536304
2021-04-14,AAPL,-0.01801452554031353
2021-04-15,AAPL,0.0185351929610916
2021-04-16,AAPL,-0.0025311818085747735
2021-04-19,AAPL,0.005055856517645506
2021-04-20,AAPL,-0.012913006367625521
2021-04-21,AAPL,0.002925735882433896
2021-04-22,AAPL,-0.011754418528062962
2021-04-23,AAPL,0.017877857480818413
2021-04-26,AAPL,0.0029733947258472923
2021-04-27,AAPL,-0.0024523010809124044
2021-04-28,AAPL,-0.006045631028227289
2021-04-29,AAPL,-0.0007489181762063984
2021-04-30,AAPL,-0.015248853582618477
2021-05-03,AAPL,0.008181683857894258
2021-05-04,AAPL,-0.03602669740001934
2021-05-05,AAPL,0.001953443823895615
2021-05-06,AAPL,0.012721284246852968
2021-05-07,AAPL,0.005313265087016748
2021-05-10,AAPL,-0.02614350909669783
2021-05-11,AAPL,-0.007437769960062233
2021-05-12,AAPL,-0.025254608517173514
2021-05-13,AAPL,0.017761040645337355
2021-05-14,AAPL,0.019650272371934063
2021-05-17,AAPL,-0.009301594761575592
2021-05-18,AAPL,-0.011309475321912343
2021-05-19,AAPL,-0.0012823337515944367
2021-05-20,AAPL,0.02079441382349315
2021-05-21,AAPL,-0.01487723142091718
2021-05-24,AAPL,0.013226416859486195
2021-05-25,AAPL,-0.0015748948827732573
2021-05-26,AAPL,-0.0003942350842421822
2021-05-27,AAPL,-0.012453708095783939
2021-05-28,AAPL,-0.005362545245130067
2021-06-01,AAPL,-0.002651753112111452
2021-06-02,AAPL,0.006256598943870293
2021-06-03,AAPL,-0.012228571624616968
2021-06-04,AAPL,0.01884341838266962
2021-06-07,AAPL,7.946076942924695e-05
2021-06-08,AAPL,0.006649729802594343
2021-06-09,AAPL,0.003072409682906899
2021-06-10,AAPL,-0.008055727745698401
2021-06-11,AAPL,0.009784770753917092
2021-06-14,AAPL,0.02428072095876231
2021-06-15,AAPL,-0.00645850936829704
2021-06-16,AAPL,0.003926023131222882
